1,18719982,190899,2017-05-30T04:55:00,2018-03-02T19:00:00,"Children's Policy: Everyone must hold a vaild ticket for entry (no infants on laps) To access the General Admission on the Arena, children must be 10 years or over and be accompanined by an adult.",Ed Sheeran,Optus Stadium,Burswood,Australia
1,18536361,190899,2017-05-16T06:55:00,2018-03-03T19:00:00,"Children's Policy: Everyone must hold a vaild ticket for entry (no infants on laps) To access the General Admission on the Arena, children must be 10 years or over and be accompanined by an adult.",Ed Sheeran,Optus Stadium,Burswood,Australia
1,18585203,190899,2017-05-16T05:55:00,2018-03-07T19:00:00,Ed Sheeran Adelaide,Ed Sheeran,Adelaide Oval,Adelaide,Australia
1,18704207,190899,2017-05-30T02:55:00,2018-03-09T19:00:00,Ed Sheeran Melbourne,Ed Sheeran,Etihad Stadium,Docklands,Australia
1,18536362,190899,2017-05-16T03:55:00,2018-03-10T19:00:00,Ed Sheeran Melbourne,Ed Sheeran,Etihad Stadium,Docklands,Australia
1,18602265,190899,2017-05-16T05:25:00,2018-03-11T19:00:00,Ed Sheeran Melbourne,Ed Sheeran,Etihad Stadium,Docklands,Australia
1,18610395,190899,2017-05-22T20:00:00,2018-03-12T19:00:00,Ed Sheeran Melbourne,Ed Sheeran,Etihad Stadium,Docklands,Australia
1,18536372,190899,2017-05-16T00:55:00,2018-03-24T17:30:00,Ed Sheeran Auckland,Ed Sheeran,Mt Smart Stadium,Auckland,New Zealand
1,18562156,190899,2017-05-16T03:00:00,2018-03-25T17:30:00,Ed Sheeran Auckland,Ed Sheeran,Mt Smart Stadium,Auckland,New Zealand
1,18605890,190899,2017-05-22T18:00:00,2018-03-26T17:30:00,Ed Sheeran Auckland,Ed Sheeran,Mt Smart Stadium,Auckland,New Zealand
1,18536373,190899,2017-05-16T01:55:00,2018-03-29T17:30:00,Ed Sheeran Dunedin,Ed Sheeran,Forsyth Barr Stadium,Dunedin,New Zealand
1,18605891,190899,2017-05-22T19:00:00,2018-03-31T17:30:00,Ed Sheeran Dunedin,Ed Sheeran,Forsyth Barr Stadium,Dunedin,New Zealand
1,18695912,190899,2017-05-30T00:55:00,2018-04-01T17:30:00,Ed Sheeran Dunedin,Ed Sheeran,Forsyth Barr Stadium,Dunedin,New Zealand
1,20270706,190899,,2018-04-08T20:00:00,Ed Sheeran Manila,Ed Sheeran,Mall of Asia Concert Grounds,Pasay City,Philippines
1,20270686,190899,,2018-04-11T19:00:00,Ed Sheeran Osaka,Ed Sheeran,Osaka-Jo Hall,Osaka,Japan
1,20270631,190899,2017-06-16T08:55:00,2018-04-13T19:00:00,Ed Sheeran Tokyo,Ed Sheeran,Nippon Budokan,Tokyo,Japan
1,20270768,190899,2017-06-16T08:55:00,2018-04-14T18:00:00,Ed Sheeran Tokyo,Ed Sheeran,Nippon Budokan,Tokyo,Japan
1,19126478,190899,2017-07-08T07:55:00,2018-05-04T17:00:00,Ed Sheeran,Ed Sheeran,Pairc Ui Chaoimh,Cork,Ireland
1,19126479,190899,2017-07-08T07:55:00,2018-05-05T17:00:00,Ed Sheeran,Ed Sheeran,Pairc Ui Chaoimh,Cork,Ireland
1,19209740,190899,2017-07-15T07:55:00,2018-05-06T17:00:00,Ed Sheeran,Ed Sheeran,Pairc Ui Chaoimh,Cork,Ireland
1,19126481,190899,2017-07-08T07:55:00,2018-05-09T17:00:00,Ed Sheeran,Ed Sheeran,Boucher Playing Fields,Belfast,Ireland
1,19126482,190899,2017-07-08T07:55:00,2018-05-12T17:00:00,Ed Sheeran,Ed Sheeran,Pearse Stadium,Co. Galway,Ireland
1,19126484,190899,2017-07-08T07:55:00,2018-05-13T17:00:00,Ed Sheeran,Ed Sheeran,Pearse Stadium,Co. Galway,Ireland
1,19126485,190899,2017-07-08T07:55:00,2018-05-16T17:00:00,Ed Sheeran,Ed Sheeran,Phoenix Park,Dublin,Ireland
1,19126487,190899,2017-07-08T07:55:00,2018-05-18T17:00:00,Ed Sheeran,Ed Sheeran,Phoenix Park,Dublin,Ireland
1,19209750,190899,2017-07-15T07:55:00,2018-05-19T17:00:00,Ed Sheeran,Ed Sheeran,Phoenix Park,Dublin,Ireland
1,19024679,190899,2017-07-08T08:55:00,2018-05-24T19:00:00,Ed Sheeran,Ed Sheeran,Etihad Stadium,Manchester,United Kingdom
1,19126318,190899,2017-07-07T17:24:47,2018-05-25T19:00:00,Ed Sheeran,Ed Sheeran,Etihad Stadium,Manchester,United Kingdom
1,19126319,190899,2017-07-08T00:00:00,2018-05-26T19:00:00,Ed Sheeran,Ed Sheeran,Etihad Stadium,Manchester,United Kingdom
1,19148375,190899,2017-07-10T16:00:00,2018-05-27T19:00:00,Ed Sheeran,Ed Sheeran,Etihad Stadium,Manchester,United Kingdom
1,19024680,190899,2017-07-08T08:55:00,2018-06-01T17:00:00,Ed Sheeran - Reserved Seats,Ed Sheeran,Hampden Park National Stadium,Glasgow,United Kingdom
1,19126320,190899,2017-07-08T10:00:00,2018-06-02T17:00:00,Ed Sheeran - Unreserved Pitch Standing,Ed Sheeran,Hampden Park National Stadium,Glasgow,United Kingdom
1,19148377,190899,2017-07-11T07:55:00,2018-06-03T17:00:00,Ed Sheeran - Unreserved Pitch Standing,Ed Sheeran,Hampden Park National Stadium,Glasgow,United Kingdom
1,19024681,190899,2017-07-08T09:00:00,2018-06-08T17:00:00,Ed Sheeran,Ed Sheeran,St James Park,Newcastle Upon Tyne,United Kingdom
1,19126321,190899,2017-07-08T10:04:00,2018-06-09T17:00:00,Ed Sheeran,Ed Sheeran,St James Park,Newcastle Upon Tyne,United Kingdom
1,19148379,190899,2017-07-11T08:00:00,2018-06-10T17:00:00,Ed Sheeran,Ed Sheeran,St James Park,Newcastle Upon Tyne,United Kingdom
1,19126322,190899,2017-07-08T08:55:00,2018-06-14T19:00:00,Ed Sheeran - Reserved Seats,Ed Sheeran,Wembley Stadium,London,United Kingdom
1,19024683,190899,2017-07-08T08:55:00,2018-06-15T19:00:00,Ed Sheeran - Reserved Seats,Ed Sheeran,Wembley Stadium,London,United Kingdom
1,19024684,190899,2017-07-08T08:55:00,2018-06-16T19:00:00,Ed Sheeran - Reserved Seats,Ed Sheeran,Wembley Stadium,London,United Kingdom
1,19126323,190899,2017-07-06T14:42:21,2018-06-17T19:00:00,Ed Sheeran - Reserved Seats,Ed Sheeran,Wembley Stadium,London,United Kingdom
1,19148386,190899,2017-07-08T12:32:03,2018-06-21T17:00:00,Ed Sheeran - Unreserved Pitch Standing,Ed Sheeran,Principality Stadium,Cardiff,United Kingdom
1,19024685,190899,2017-07-08T08:55:00,2018-06-22T17:00:00,Ed Sheeran - Unreserved Pitch Standing,Ed Sheeran,Principality Stadium,Cardiff,United Kingdom
1,19126324,190899,2017-07-08T09:45:00,2018-06-23T17:00:00,Ed Sheeran - Unreserved Pitch Standing,Ed Sheeran,Principality Stadium,Cardiff,United Kingdom
1,19126325,190899,2017-07-08T08:13:26,2018-06-24T17:00:00,Ed Sheeran - Unreserved Pitch Standing,Ed Sheeran,Principality Stadium,Cardiff,United Kingdom
1,19024029,190899,2017-07-08T09:00:00,2018-06-28T19:00:00,Ed Sheeran,Ed Sheeran,Amsterdam Arena,Amsterdam,Netherlands
1,19125978,190899,2017-07-08T09:00:00,2018-06-29T19:00:00,Ed Sheeran,Ed Sheeran,Amsterdam Arena,Amsterdam,Netherlands
1,19024019,190899,2017-07-08T08:55:00,2018-07-01T19:00:00,Ed Sheeran,Ed Sheeran,Festivalpark Werchter,Werchter,Belgium
1,19024108,190899,2017-07-08T08:55:00,2018-07-06T20:00:00,Ed Sheeran Europe Tour 2018,Ed Sheeran,Stade de France,Saint-Denis,France
1,19126036,190899,,2018-07-07T20:00:00,ED SHEERAN,Ed Sheeran,Stade de France,Saint-Denis,France
1,19026221,190899,2017-07-08T09:00:00,2018-07-10T19:30:00,Ed Sheeran Gothenburg,Ed Sheeran,Ullevi,Goteborg,Sweden
1,19149339,190899,2017-07-08T11:30:00,2018-07-11T19:30:00,Ed Sheeran Gothenburg,Ed Sheeran,Ullevi,Goteborg,Sweden
1,19082941,190899,,2018-07-19T20:00:00,Ed Sheeran Berlin,Ed Sheeran,Olympiastadion,Berlin,Germany
1,19083070,190899,,2018-07-25T20:00:00,Ed Sheeran Hamburg,Ed Sheeran,Trabrennbahn Bahrenfeld,Hamburg,Germany
1,19083071,190899,,2018-07-29T20:00:00,Ed Sheeran Munich,Ed Sheeran,Olympiastadion,Munchen,Germany
1,19082950,190899,2017-07-08T08:55:00,2018-08-07T18:00:00,Ed Sheeran WIEN - Tickets,Ed Sheeran,Ernst Happel Stadion,Wien,Austria
1,19126348,190899,,2018-08-08T18:00:00,Ed Sheeran WIEN - Tickets,Ed Sheeran,Ernst Happel Stadion,Wien,Austria
1,19024300,190899,,2018-08-11T21:00:00,Ed Sheeran WARSZAWA - Tickets,Ed Sheeran,PGE Narodowy,Warszawa,Poland
1,19126136,190899,,2018-08-12T17:00:00,Ed Sheeran WARSZAWA - Tickets,Ed Sheeran,PGE Narodowy,Warszawa,Poland
1,19884371,190899,2017-10-16T17:00:00,2018-08-18T19:00:00,This event is Mobile delivery only.,Ed Sheeran,Rose Bowl,Pasadena,United States
1,19884372,190899,2017-10-16T17:00:00,2018-08-25T19:00:00,"There is a (6) six ticket limit for all presales and public onsale. If you exceed the ticket and/or order limit, you may have any or all of your orders and tickets canceled without notice at the venue or Ticketmaster's discretion. All tickets for this show will be fulfilled via digital delivery. Mail and print at home delivery methods will not be allowed. Because all tickets are delivered digitally, tickets will not be sold physically at the box office until day of show. There are no refunds, exchanges, or upgrades. There is no re-entry into the venue. Professional cameras, along with video and audio recorders are prohibited. The venue observes a Clear Bag Policy. For more information on this policy, refer to the ""Please Note"" information on this page or visit centurylinkfield.com.",Ed Sheeran,CenturyLink Field,Seattle,United States
1,19884051,190899,2017-10-20T10:00:00,2018-08-30T19:00:00,Ed Sheeran,Ed Sheeran,Rogers Centre,Toronto,Canada
1,20194712,190899,2017-10-27T13:55:00,2018-08-31T19:00:00,Ed Sheeran Toronto,Ed Sheeran,Rogers Centre,Toronto,Canada
